"year","zone","timePeriod","gender","count"
"2011","S01002241","Between Mid Points Of Years","Male",5
"2005","S01002239","Calendar Year","Male",6
"2006","S01002244","Between Mid Points Of Years","Male",4
"2011","S01002240","Between Mid Points Of Years","Male",7
"2007","S01002235","Between Mid Points Of Years","Male",5
"2010","S01002234","Calendar Year","Male",2
"2011","S01002239","Between Mid Points Of Years","Male",6
"2011","S01002246","Calendar Year","Male",6
"2001","S01002242","Calendar Year","Male",3
"2011","S01002238","Between Mid Points Of Years","Male",5
"2004","S01002238","Between Mid Points Of Years","Male",5
"2004","S01002237","Calendar Year","Male",5
"2011","S01002237","Between Mid Points Of Years","Male",4
"2003","S01002233","Calendar Year","Male",5
"2004","S01002232","Calendar Year","Male",2
"2011","S01002236","Between Mid Points Of Years","Male",8
"2006","S01002243","Between Mid Points Of Years","Male",3
"2001","S01002243","Calendar Year","Male",3
"2011","S01002235","Between Mid Points Of Years","Male",3
"2004","S01002234","Calendar Year","Male",2
"2004","S01002237","Between Mid Points Of Years","Male",6
"2011","S01002234","Between Mid Points Of Years","Male",3
"2013","S01002236","Calendar Year","Male",8
"2012","S01002242","Calendar Year","Male",2
"2011","S01002233","Between Mid Points Of Years","Male",8
"2001","S01002244","Calendar Year","Male",6
"2007","S01002244","Calendar Year","Male",6
"2011","S01002232","Between Mid Points Of Years","Male",4
"2009","S01002242","Calendar Year","Male",7
"2004","S01002236","Between Mid Points Of Years","Male",8
"2011","S01002231","Between Mid Points Of Years","Male",5
"2003","S01002234","Calendar Year","Male",3
"2006","S01002242","Between Mid Points Of Years","Male",0
"2011","S01002230","Between Mid Points Of Years","Male",6
"2010","S01002235","Calendar Year","Male",4
"2001","S01002245","Calendar Year","Male",6
"2011","S01002249","Between Mid Points Of Years","Male",9
"2006","S01002246","Calendar Year","Male",2
"2007","S01002236","Between Mid Points Of Years","Male",2
"2011","S01002248","Between Mid Points Of Years","Male",9
"2010","S01002230","Calendar Year","Male",6
"2007","S01002247","Calendar Year","Male",5
"2011","S01002247","Between Mid Points Of Years","Male",5
"2004","S01002247","Calendar Year","Male",5
"2004","S01002235","Between Mid Points Of Years","Male",4
"2011","S01002246","Between Mid Points Of Years","Male",3
"2001","S01002246","Calendar Year","Male",3
"2006","S01002237","Calendar Year","Male",5
"2012","S01002230","Between Mid Points Of Years","Male",7
"2007","S01002234","Calendar Year","Male",5
"2003","S01002235","Calendar Year","Male",5
"2012","S01002231","Between Mid Points Of Years","Male",3
"2011","S01002244","Calendar Year","Male",4
"2008","S01002236","Calendar Year","Male",12
"2012","S01002232","Between Mid Points Of Years","Male",9
"2012","S01002243","Calendar Year","Male",6
"2001","S01002247","Calendar Year","Male",4
"2012","S01002233","Between Mid Points Of Years","Male",3
"2011","S01002243","Calendar Year","Male",1
"2005","S01002243","Calendar Year","Male",2
"2012","S01002234","Between Mid Points Of Years","Male",9
"2004","S01002234","Between Mid Points Of Years","Male",3
"2012","S01002230","Calendar Year","Male",8
"2012","S01002235","Between Mid Points Of Years","Male",12
"2013","S01002244","Calendar Year","Male",7
"2009","S01002241","Calendar Year","Male",9
"2012","S01002236","Between Mid Points Of Years","Male",10
"2010","S01002236","Calendar Year","Male",7
"2003","S01002236","Calendar Year","Male",7
"2012","S01002237","Between Mid Points Of Years","Male",12
"2001","S01002248","Calendar Year","Male",7
"2006","S01002241","Between Mid Points Of Years","Male",7
"2012","S01002238","Between Mid Points Of Years","Male",2
"2004","S01002233","Between Mid Points Of Years","Male",5
"2013","S01002233","Calendar Year","Male",4
"2012","S01002239","Between Mid Points Of Years","Male",12
"2007","S01002237","Between Mid Points Of Years","Male",8
"2001","S01002249","Calendar Year","Male",4
"2012","S01002240","Between Mid Points Of Years","Male",4
"2004","S01002232","Between Mid Points Of Years","Male",3
"2006","S01002249","Calendar Year","Male",5
"2012","S01002241","Between Mid Points Of Years","Male",4
"2006","S01002240","Between Mid Points Of Years","Male",7
"2004","S01002236","Calendar Year","Male",5
"2012","S01002242","Between Mid Points Of Years","Male",3
"2004","S01002230","Calendar Year","Male",7
"2003","S01002237","Calendar Year","Male",9
"2012","S01002243","Between Mid Points Of Years","Male",5
"2011","S01002237","Calendar Year","Male",9
"2001","S01002230","Calendar Year","Male",2
"2012","S01002244","Between Mid Points Of Years","Male",7
"2007","S01002243","Calendar Year","Male",6
"2004","S01002231","Between Mid Points Of Years","Male",1
"2012","S01002245","Between Mid Points Of Years","Male",13
"2012","S01002244","Calendar Year","Male",8
"2010","S01002237","Calendar Year","Male",10
"2012","S01002246","Between Mid Points Of Years","Male",6
"2001","S01002231","Calendar Year","Male",5
"2007","S01002245","Calendar Year","Male",11
"2012","S01002247","Between Mid Points Of Years","Male",2
"2011","S01002245","Calendar Year","Male",12
"2009","S01002240","Calendar Year","Male",4
"2012","S01002248","Between Mid Points Of Years","Male",13
"2006","S01002243","Calendar Year","Male",4
"2003","S01002238","Calendar Year","Male",3
"2012","S01002249","Between Mid Points Of Years","Male",8
"2013","S01002246","Between Mid Points Of Years","Male",4
"2007","S01002245","Between Mid Points Of Years","Male",11
"2008","S01002230","Calendar Year","Male",4
"2013","S01002247","Between Mid Points Of Years","Male",7
"2004","S01002230","Between Mid Points Of Years","Male",5
"2001","S01002232","Calendar Year","Male",3
"2013","S01002248","Between Mid Points Of Years","Male",9
"2007","S01002235","Calendar Year","Male",5
"2012","S01002231","Calendar Year","Male",5
"2013","S01002249","Between Mid Points Of Years","Male",8
"2005","S01002249","Calendar Year","Male",5
"2013","S01002243","Between Mid Points Of Years","Male",3
"2007","S01002249","Calendar Year","Male",4
"2006","S01002236","Calendar Year","Male",2
"2013","S01002244","Between Mid Points Of Years","Male",7
"2006","S01002239","Between Mid Points Of Years","Male",8
"2003","S01002239","Calendar Year","Male",10
"2013","S01002245","Between Mid Points Of Years","Male",22
"2005","S01002249","Between Mid Points Of Years","Male",6
"2001","S01002233","Calendar Year","Male",4
"2013","S01002239","Between Mid Points Of Years","Male",12
"2005","S01002238","Calendar Year","Male",6
"2008","S01002242","Calendar Year","Male",8
"2013","S01002238","Between Mid Points Of Years","Male",6
"2008","S01002237","Calendar Year","Male",12
"2010","S01002238","Calendar Year","Male",4
"2013","S01002237","Between Mid Points Of Years","Male",8
"2001","S01002234","Calendar Year","Male",2
"2006","S01002241","Calendar Year","Male",6
"2013","S01002236","Between Mid Points Of Years","Male",9
"2009","S01002239","Calendar Year","Male",9
"2005","S01002248","Between Mid Points Of Years","Male",7
"2013","S01002235","Between Mid Points Of Years","Male",3
"2003","S01002240","Calendar Year","Male",5
"2012","S01002245","Calendar Year","Male",17
"2013","S01002234","Between Mid Points Of Years","Male",7
"2013","S01002245","Calendar Year","Male",21
"2001","S01002235","Calendar Year","Male",3
"2013","S01002233","Between Mid Points Of Years","Male",5
"2007","S01002238","Between Mid Points Of Years","Male",3
"2005","S01002247","Between Mid Points Of Years","Male",5
"2011","S01002241","Calendar Year","Male",4
"2013","S01002230","Between Mid Points Of Years","Male",5
"2005","S01002246","Calendar Year","Male",5
"2005","S01002233","Calendar Year","Male",4
"2013","S01002231","Between Mid Points Of Years","Male",6
"2006","S01002238","Between Mid Points Of Years","Male",5
"2001","S01002236","Calendar Year","Male",4
"2013","S01002232","Between Mid Points Of Years","Male",6
"2005","S01002246","Between Mid Points Of Years","Male",6
"2007","S01002249","Between Mid Points Of Years","Male",2
"2003","S01002241","Calendar Year","Male",5
"2013","S01002240","Between Mid Points Of Years","Male",6
"2007","S01002231","Between Mid Points Of Years","Male",5
"2010","S01002239","Calendar Year","Male",6
"2013","S01002241","Between Mid Points Of Years","Male",15
"2001","S01002237","Calendar Year","Male",7
"2005","S01002230","Calendar Year","Male",6
"2013","S01002242","Between Mid Points Of Years","Male",2
"2005","S01002245","Between Mid Points Of Years","Male",8
"2003","S01002246","Between Mid Points Of Years","Male",4
"2007","S01002236","Calendar Year","Male",4
"2012","S01002246","Calendar Year","Male",5
"2003","S01002247","Between Mid Points Of Years","Male",4
"2006","S01002237","Between Mid Points Of Years","Male",6
"2012","S01002232","Calendar Year","Male",4
"2003","S01002248","Between Mid Points Of Years","Male",8
"2010","S01002240","Calendar Year","Male",7
"2009","S01002238","Calendar Year","Male",6
"2003","S01002249","Between Mid Points Of Years","Male",5
"2013","S01002235","Calendar Year","Male",3
"2003","S01002242","Calendar Year","Male",5
"2003","S01002230","Between Mid Points Of Years","Male",4
"2005","S01002244","Between Mid Points Of Years","Male",1
"2010","S01002232","Calendar Year","Male",7
"2003","S01002231","Between Mid Points Of Years","Male",7
"2011","S01002233","Calendar Year","Male",6
"2011","S01002236","Calendar Year","Male",10
"2003","S01002232","Between Mid Points Of Years","Male",2
"2007","S01002239","Between Mid Points Of Years","Male",8
"2010","S01002241","Calendar Year","Male",5
"2003","S01002233","Between Mid Points Of Years","Male",5
"2006","S01002245","Calendar Year","Male",7
"2004","S01002239","Calendar Year","Male",5
"2003","S01002234","Between Mid Points Of Years","Male",3
"2005","S01002243","Between Mid Points Of Years","Male",1
"2006","S01002235","Calendar Year","Male",2
"2003","S01002235","Between Mid Points Of Years","Male",5
"2007","S01002237","Calendar Year","Male",8
"2003","S01002243","Calendar Year","Male",7
"2003","S01002236","Between Mid Points Of Years","Male",4
"2005","S01002234","Calendar Year","Male",2
"2005","S01002237","Calendar Year","Male",4
"2003","S01002237","Between Mid Points Of Years","Male",8
"2010","S01002242","Calendar Year","Male",0
"2006","S01002236","Between Mid Points Of Years","Male",4
"2003","S01002238","Between Mid Points Of Years","Male",2
"2007","S01002246","Between Mid Points Of Years","Male",2
"2005","S01002242","Calendar Year","Male",3
"2003","S01002239","Between Mid Points Of Years","Male",10
"2004","S01002233","Calendar Year","Male",5
"2008","S01002238","Calendar Year","Male",7
"2003","S01002240","Between Mid Points Of Years","Male",7
"2012","S01002247","Calendar Year","Male",4
"2009","S01002237","Calendar Year","Male",7
"2003","S01002241","Between Mid Points Of Years","Male",5
"2010","S01002243","Calendar Year","Male",3
"2003","S01002244","Calendar Year","Male",2
"2003","S01002242","Between Mid Points Of Years","Male",6
"2005","S01002247","Calendar Year","Male",4
"2008","S01002231","Calendar Year","Male",8
"2003","S01002243","Between Mid Points Of Years","Male",5
"2005","S01002242","Between Mid Points Of Years","Male",5
"2007","S01002238","Calendar Year","Male",4
"2003","S01002244","Between Mid Points Of Years","Male",2
"2010","S01002231","Calendar Year","Male",5
"2012","S01002233","Calendar Year","Male",5
"2003","S01002245","Between Mid Points Of Years","Male",3
"2004","S01002241","Calendar Year","Male",9
"2010","S01002244","Calendar Year","Male",10
"2002","S01002249","Between Mid Points Of Years","Male",3
"2013","S01002231","Calendar Year","Male",6
"2005","S01002241","Between Mid Points Of Years","Male",10
"2002","S01002248","Between Mid Points Of Years","Male",8
"2003","S01002245","Calendar Year","Male",4
"2013","S01002239","Calendar Year","Male",9
"2002","S01002247","Between Mid Points Of Years","Male",3
"2006","S01002235","Between Mid Points Of Years","Male",3
"2007","S01002241","Calendar Year","Male",4
"2002","S01002246","Between Mid Points Of Years","Male",2
"2010","S01002245","Calendar Year","Male",17
"2004","S01002248","Calendar Year","Male",5
"2002","S01002245","Between Mid Points Of Years","Male",1
"2005","S01002240","Between Mid Points Of Years","Male",5
"2007","S01002239","Calendar Year","Male",8
"2002","S01002244","Between Mid Points Of Years","Male",5
"2012","S01002248","Calendar Year","Male",11
"2005","S01002236","Calendar Year","Male",4
"2002","S01002243","Between Mid Points Of Years","Male",6
"2009","S01002236","Calendar Year","Male",5
"2010","S01002246","Calendar Year","Male",3
"2002","S01002242","Between Mid Points Of Years","Male",1
"2007","S01002230","Calendar Year","Male",6
"2007","S01002240","Between Mid Points Of Years","Male",6
"2002","S01002241","Between Mid Points Of Years","Male",8
"2002","S01002249","Calendar Year","Male",4
"2004","S01002245","Calendar Year","Male",6
"2002","S01002240","Between Mid Points Of Years","Male",7
"2005","S01002239","Between Mid Points Of Years","Male",6
"2006","S01002234","Between Mid Points Of Years","Male",1
"2002","S01002239","Between Mid Points Of Years","Male",9
"2004","S01002231","Calendar Year","Male",3
"2010","S01002247","Calendar Year","Male",6
"2002","S01002238","Between Mid Points Of Years","Male",6
"2006","S01002234","Calendar Year","Male",1
"2004","S01002238","Calendar Year","Male",3
"2002","S01002237","Between Mid Points Of Years","Male",8
"2008","S01002245","Calendar Year","Male",12
"2007","S01002240","Calendar Year","Male",8
"2002","S01002236","Between Mid Points Of Years","Male",4
"2007","S01002248","Calendar Year","Male",5
"2005","S01002238","Between Mid Points Of Years","Male",3
"2002","S01002235","Between Mid Points Of Years","Male",5
"2002","S01002248","Calendar Year","Male",9
"2010","S01002248","Calendar Year","Male",7
"2002","S01002234","Between Mid Points Of Years","Male",3
"2008","S01002243","Calendar Year","Male",5
"2007","S01002230","Between Mid Points Of Years","Male",8
"2002","S01002233","Between Mid Points Of Years","Male",9
